Basho,Overall,Ajigawa-205,Arashio-303,Asahiyama-204,Asakayama-203,Dewanoumi-28,Fujishima-3,Futagoyama-4,Hakkaku-402,Hanaregoma-110,Ikazuchi-5,Isegahama-200,Isenoumi-305,Kasugano-2,Kataonami-109,Kise-6,Kokonoe-403,Michinoku-302,Minato-111,Miyagino-210,Musashigawa-9,Naruto-113,Nishiiwa-114,Nishikido-405,Nishonoseki-100,Oitekaze-307,Onoe-10,Onomatsu-116,Oshima-201,Oshiogawa-117,Otake-115,Sadogatake-112,Sakaigawa-11,Shibatayama-108,Shikihide-12,Shikoroyama-119,Tagonoura-101,Takadagawa-120,Takasago-400,Takekuma-13,Tamanoi-14,Tatsunami-1,Tokitsukaze-300,Tokiwayama-107,Yamahibiki-8,Araiso-121,Asahiyama-208,Azumazeki-407,Futagoyama-102,Futagoyama-517,Hanakago-531,Hanakago-103,Hanakago-122,Hanaregoma-106,Hatachiyama-16,Isegahama-206,Izutsu-301,Kabutoyama-310,Kagamiyama-312,Kasugayama-537,Kasugayama-224,Kasugayama-231,Kiriyama-207,Kise-223,Kokonoe-404,Kumagatani-209,Kumagatani-213,Magaki-220,Magaki-124,Michinoku-320,Mihogaseki-7,Minatogawa-535,Minatogawa-126,Minezaki-123,Miyagino-533,Nakagawa-217,Nakagawa-309,Nakamura-128,Nakamura-406,Nishikijima-306,Nishonoseki-105,Oguruma-118,Oitekaze-221,Onaruto-218,Onaruto-215,Onogawa-19,Onogawa-20,Oshima-214,Oshiogawa-125,Oyama-411,Sadogatake-414,Sanoyama-410,Tagonoura-15,Takanohana-104,Takasago-401,Takashima-216,Takashima-212,Takekuma-229,Takekuma-211,Tamanoi-525,Tanigawa-219,Tatsutagawa-311,Tomozuna-501,Urakaze-230,Wakafuji-228,Yamawake-26
2002-09,729-66,,1-0,,,21-2,31-6,,19-2,14-2,15-1,22-1,17-2,24-4,19-3,,14-2,16-2,10-0,11-1,,,,,,12-2,,17-0,13-1,,5-0,24-4,8-1,4-0,12-0,,25-3,11-0,35-5,,25-1,10-0,17-3-K Futatsuryu,,17-1,4-0,11-0,10-2,,,,,13-0,12-1,11-0,3-0,14-1,,4-0,,,10-1,7-0,,,,,,23-1,,16-1,,,6-0,,,,,16-0,,15-1,12-2,,,,,,12-2,21-1,,,,6-0,24-4,,,9-0,,1-0,,,,,,,
2002-11,708-66,,1-0,,,21-2,30-6,,19-2,14-2,15-2,19-1,16-2,23-4,19-3,,14-2,16-3,9-0,11-1,,,,,,12-2,,17-1,13-1,,5-0,23-3,8-1,4-0,12-0,,24-3,11-0,31-5,,23-1,10-0,17-3,,17-1,5-0,11-0,11-2,,,,,11-0,12-1,11-0,3-0,13-0,,4-0,,,10-1,7-0,,,,,,22-2,,16-1,,,6-0,,,,,16-0,,14-1,13-1,,,,,,12-2,19-0,,,,6-0,22-4,,,9-0,,1-0,,,,,,,
2003-01,702-66,,1-0,,,21-2,30-6,,19-2,14-2,15-2,18-1,16-2,22-4,19-3,,13-2,16-2,8-0,11-1,,,,5-0-Nishikido-S Mitoizumi,,12-2,,17-0,12-1,,5-0,23-3,8-1,4-0,13-0,,23-3,11-0,28-5,,25-1,10-0,17-3,,17-1,5-0,11-0,11-2,,,,,11-0,11-1,10-0,4-0,12-0,,4-0,,,10-1,7-0,,,,,,21-2,,16-0,,,6-0,,,,,16-0,,11-1,13-2,,,,,,12-2,18-2,,,,6-0,21-4,,,9-0,,1-0,,,,,,,
2003-03,742-66,,3-0,,,24-3,31-7,,22-2,15-2,16-2,18-1,15-2,23-4-S Tochinowaka,19-3,,14-1,17-1,7-0,12-1,,,,5-0,,12-2,,16-0,12-1,,6-0,21-4,12-1-Sakaigawa,5-0,13-0,,25-3,11-0,27-5,,29-1,10-0,18-3,,20-1,5-0,12-0,12-2,,,,,12-0,15-1,12-0,4-0,12-0,,5-0,,,11-1,8-0,,,,,,20-3,,20-0,,,6-0,,,,,16-0,,12-0,15-2,,,,,,12-2,18-2,,,,7-0,22-3,,,7-0,,1-0,,,,,,,
2003-05,746-66,,3-0,,,23-4,31-7,,22-2,15-3,16-2,18-1,15-2,23-4,19-3,,14-1,17-2,7-0,12-1,,,,5-0,,13-3,,16-0,11-2,,7-0,22-3,12-1,6-0,13-0,,24-3,15-0,26-5,,29-1,10-0,18-3,,21-0,5-0,12-0,12-2,,,,,12-0,17-1,12-0,4-0,12-0,,4-0,,,12-1,8-0,,,,,,18-1,,20-0,,,6-0,,,,,16-1,,11-0,15-1,,,,,,12-2,18-1,,,,7-0,22-3,,,7-0,,1-0,,,,,,,
2003-07,728-66,,3-0,,,22-4,31-7,,23-2,15-3,16-2,16-1,15-2,21-4,18-4,,14-2,17-2,7-0,12-1,,,,5-0,,13-3,,17-0,11-1,,7-0,22-4,12-1,6-0,13-0,,23-3,15-0,26-5,,28-1,10-0,18-3,,21-1,5-0,12-0,12-2,,,,,10-0,16-0,12-0,3-0,11-0,,5-0,,,12-1,9-0,,,,,,16-1,,20-1,,,6-0,,,,,14-0,,10-0,15-1,,,,,,12-2,16-1,,,,7-0,20-1,,,7-0,,1-0,,,,,,,
2003-09,722-66,,3-0,,,22-4,31-7,,23-2,14-2,16-2,16-2,15-2,21-5,18-3,,14-2,17-2,7-0,12-1,,,,5-0,,13-2,,16-0,11-3,,6-0,22-3,12-1,6-0,13-0,,23-2,15-0,26-5,,28-1,10-0,18-3,,19-1,5-0,12-0,12-2,,,,,10-0,16-0,12-0,3-0,11-0,,4-0,,,12-1,9-0,,,,,,16-1,,21-1,,,6-0,,,,,14-0,,10-0,15-1,,,,,,12-2,15-2,,,,7-0,20-1,,,7-0,,1-0,,,,,,,
2003-11,714-66,,3-0,,,22-5,31-8,,22-2,13-2,16-2,16-1,15-2,22-4,18-3,,15-2,17-2,7-0,13-1,,,,6-0,,13-2,,16-0,11-2,,6-0,22-3,12-1,6-0,13-0,,23-3,16-0,26-5,,26-1,10-0,18-3,,18-1,5-0,12-0,13-2,,,,,10-0,16-0,11-0,2-0,11-0,,4-0,,,12-1,9-0,,,,,,14-1,,21-1,,,7-0,,,,,14-0,,9-0,14-1,,,,,,11-2,13-2,,,,6-0,19-1,,,8-0,,1-0,,,,,,,
2004-01,731-70,,3-0,,,24-4,32-7,,23-2,13-2,16-2,18-1,15-2,22-5,17-3,8-0-Kise-M1 Higonoumi,16-2,17-2,7-0,13-2,,,,6-0,,13-3,,17-0,11-2,,6-1,22-3,12-1,8-0,13-0,,23-3,17-0,27-4,,26-1,10-0,18-2,,18-1,5-0,12-1,13-2,,,,,10-0,16-0,11-0,2-0,14-0,,4-0,,,13-1,9-0,,,,,,13-2,,14-1,,,7-0,,,,,14-1,,9-0,16-1,,,,,,11-2,13-2,,,,6-0,19-2,,,8-0,,1-0,,,,,,,
2004-03,781-70,,6-0,,,26-4,33-7,,26-2,14-3,19-2,19-2,15-2,26-3,19-3,12-0,18-2,16-2,9-0,13-2,,,,7-0,,13-3,,18-0,10-2,,8-1-Otake-S Takatoriki,22-3,13-1,8-0,13-0,3-0-Shikoroyama-S Terao,24-3,20-0,24-4,,29-1,8-0,20-3,,18-1,5-0,13-1,16-2,,,,,11-0,17-0,11-0,2-0,12-0,,5-0,,,14-1,9-0,,,,,,16-1,,14-1,,,8-0,,,,,15-2,,10-0,16-1,,,,,,11-2,12-2,,,,6-0,21-1-Takanohana-Y Takanohana,,,7-0,,1-0,,,,,,,
2004-05,780-70,,5-0,,,26-4,35-7,,25-2,14-2,20-2,20-2,14-2,25-4,19-3,13-0,18-2,17-2,8-0,12-2,,,,8-0,,13-4,,18-0,10-2,,8-1,22-4,13-1,8-0,13-0,4-0,24-4,20-0,24-4,,28-1,8-0,18-4,,19-1,5-0,13-0,16-2,,,,,11-0,17-0,11-0,2-0,12-0,,5-0,,,14-1,9-0,,,,,,16-1,,15-0,,,8-0,,,,,15-1,,10-0,16-1,,,,,,12-2,12-1,,,,6-0,19-1,,,7-0,,,,,,,,,
2004-07,757-70,,5-0,,,26-2,35-7,,24-2,14-2,20-2,19-2,13-2,25-3,19-2,12-0,17-2,16-2,7-0,11-2,,,,7-0,,13-4,,18-1,9-2,,8-1,22-6,13-1,8-0,13-0,6-0,24-4,20-0,24-4,,25-1,8-0,17-4,,19-1,3-0,12-0,16-2,,,,,11-0,17-0,11-0,2-0,11-0,,5-0,,,14-1,9-0,,,,,,14-1,,14-0,,,7-0,,,,,15-2,,10-0,16-1,,,,,,12-2,11-2,,,,5-0,18-0,,,7-0,,,,,,,,,
2004-09,749-70,,5-0,,,25-2,35-7,,24-2,14-1,20-2,19-3,12-1,24-3,19-2,11-0,17-2,16-2,7-0,11-2-J2 Kanechika,,,,8-0,,13-4,,18-1,9-2,,8-1,23-6,12-1,9-0,12-0,6-0,24-4,20-0,24-4,,23-1,7-0,17-4,,20-1,3-0,13-0,16-2,,,,,11-0,17-0,11-1,2-0,11-0,,5-0,,,13-1,9-0,,,,,,14-1,,14-0,,,7-0,,,,,15-1,,9-0,15-1,,,,,,12-2,10-3,,,,5-0,18-0,,,7-0,,,,,,,,,
2004-11,736-70,,5-0,,,24-2,33-7,,24-2,14-1,19-2,19-2,12-1,18-3,18-3,11-0,19-2,16-2,7-0,11-2,,,,9-0,,13-4,,19-1,9-2,,8-1,22-6,12-1,9-0,12-0,6-0,24-4,19-0,24-4,,23-1,7-0,17-5,4-0-Chiganoura-S Masudayama,19-1,4-0,12-0,16-2,,,,,11-0,17-1,11-1,2-0,11-0,,5-0,,,13-1,9-0,,,,,,12-1,,14-0,,,7-0,,,,,15-0,,8-0,15-1,,,,,,12-2,9-2,,,,4-0,16-0,,,7-0,,,,,,,,,
2005-01,735-70,,3-0,,,25-2,32-6,,26-2,15-1,19-2,19-3,10-1,19-3,18-3,11-0,17-2,16-2,7-0,11-2,,,,8-0,,13-3,,19-1,9-2,,8-1,22-5,14-1,9-0,12-0,7-0,24-4,19-0,24-5,,23-1,7-0,17-4,5-0,19-1,4-0,12-1,16-1,,,,,12-0,17-1,11-1,2-0,11-0,,4-0,,,14-1,8-0,,,,,,13-1,,14-0,,,6-0,,,,,15-1,,8-0,14-2,,,,,,13-2,8-2,,,,4-0,15-0,,,7-0,,,,,,,,,
2005-03,783-70,,5-0,,,26-2,30-5,,28-2,18-1,19-2,23-3,12-1,18-4,18-3,12-0,18-2,16-2,8-0,11-2,,,,11-0,,13-3,,21-1,8-2,,11-1,23-5,15-1,9-0,12-0,10-0,27-4,19-0,25-5,,22-1,7-0,15-4,6-0,22-1,4-0,13-1,18-2,,,,,13-0,18-1,11-1,2-0,10-0,,4-0,,,16-1,8-0,,,,,,16-1,,14-0,,,6-0,,,,,19-0,,10-0,15-2,,,,,,14-2,8-2,,,,5-0,15-0,,,6-0,,,,,,,,,
2005-05,774-70,,6-0,,,25-3,31-5,,28-3,18-1,19-2,23-3,12-1,18-4,17-3,12-0,18-2,16-2,8-0,11-2,,,,11-0,,13-3,,21-1,8-1,,11-1,25-6,15-1,8-0,12-0,11-0,27-4,17-0,25-4,,20-1,7-0,16-4,6-0,21-1,3-0,13-1,18-1,,,,,12-0,18-1,11-1,3-0,10-0,,4-0,,,15-1,7-0,,,,,,16-1,,14-0,,,7-0,,,,,19-1,,10-0,20-3,,,,,,14-2,,,,,5-0,14-0,,,5-0,,,,,,,,,
2005-07,762-70,,6-0,,,24-2,30-5,,28-3,18-1,19-2,23-3,12-1,19-4,17-3,11-0,17-3,17-2,8-0,11-2,,,,11-0,,13-3,,21-1,7-1,,11-1,24-5,15-1,8-0,12-0,12-0,25-4,17-0,24-4,,20-1,7-0,16-4,6-0,19-1,3-0,13-1,18-2,,,,,12-0,18-1,11-1,3-0,9-0,,4-0,,,15-1,7-0,,,,,,16-0,,14-0,,,7-0,,,,,19-1,,10-0,19-3,,,,,,13-3,,,,,5-0,13-0,,,5-0,,,,,,,,,
2005-09,756-70,,7-0,,,22-1,30-4,,28-4,18-1,19-3,23-3,12-1,19-4,15-3,11-0,17-1,16-3,8-0,10-2,,,,11-0,,16-2,,22-1,7-1,,11-1,24-5,15-1,7-0,12-0,12-0,24-4,17-1,24-4,,21-1,7-0,16-4,6-0,19-1,3-0,12-1,18-2,,,,,12-0,17-1,11-1,3-0,9-0,,4-0,,,15-1,7-0,,,,,,16-0,,14-2,,,7-0,,,,,19-0,,9-0,19-3,,,,,,13-3,,,,,5-0,12-0,,,5-0,,,,,,,,,
2005-11,738-70,,8-0,,,22-1,28-4,,28-3,17-1,19-3,20-3,11-1,18-4,15-3,12-0,17-2,16-3,8-0,10-2,,,,10-0,,14-2,,22-1,7-1,,11-1,21-4,15-1,5-0,12-0,12-0,23-4,17-1,23-4,,20-1,7-0,16-4,7-0,19-1,3-0,12-1,17-2,,,,,12-0,16-1,12-1,3-0,9-1,,4-0,,,15-1,7-0,,,,,,16-0,,14-2,,,7-0,,,,,19-0,,8-0,19-3,,,,,,13-3,,,,,5-0,12-0,,,5-0,,,,,,,,,
2006-01,735-70,,8-0,,,22-1,29-4,,28-3,18-1,17-2,20-3,11-1,18-4,15-3,12-0,17-1,16-3,8-0,10-2,,,,10-0,,14-2,,21-1,7-1,,12-1,19-4-S Kotonowaka,15-1,5-0,12-0,13-1,23-4,17-1,23-4,,19-1,7-1,16-4,8-0,19-1,3-0,12-1,17-2,,,,,12-0,16-1,11-1,3-0,9-0,,4-0,,,15-1,7-0,,,,,,15-0,,14-1,,,7-0,,,,,19-1,,8-0,19-4,,,,,,13-3,,,,,5-0,12-0,,,5-0,,,,,,,,,
2006-03,769-70,,9-0,,,22-1,31-4,,28-3,19-1,18-1,21-3,13-1,22-4,15-3,12-0,18-1,18-3,8-0,9-2,,,,11-0,,15-2,,21-1,7-1,,12-1,21-3,16-2,7-0,11-0,17-1,26-4,19-1,21-4,,20-1,7-1,16-4,8-0,19-1,3-0,11-1,17-2,,,,,13-0,17-1,11-1,3-0,10-1,,4-0,,,15-1,7-0,,,,,,14-0,,16-2,,,7-0,,,,,20-1,,7-0,20-3,,,,,,12-3,,,,,8-0,12-0,,,5-0,,,,,,,,,
2006-05,767-70,,9-0,,,22-2,30-4,,28-3,18-1,18-2,21-3,13-1,22-4,15-3,13-0,18-1,18-3,7-0,10-2,,,,11-0,,16-1,,21-1,7-1,,12-1,21-3,16-2,7-0,11-0,18-1,26-3,19-1,21-4,,21-1,7-1,16-4,8-0,19-1,3-0,11-1,17-2,,,,,13-0,17-1,11-1,3-0,10-1,,4-0,,,15-1,7-0,,,,,,14-0,,15-2,,,7-0,,,,,18-1,,7-0,20-3,,,,,,12-3,,,,,7-0,12-0,,,5-0,,,,,,,,,
2006-07,747-70,,8-0,,,21-2,30-4,,28-4,16-1,17-2,20-3,13-1,21-4,15-3,13-0,17-1,18-3,7-0,10-3,,,,11-0,,15-1,,20-1,7-1,,12-1,21-3,16-2,7-0,11-0,17-1,25-3,19-1,19-3,,20-1,7-1,15-4,9-0,30-2,3-0,11-1,17-2,,,,,11-0,16-1,,3-0,10-1,,4-0,,,15-1,7-0,,,,,,14-0,,15-2,,,7-0,,,,,18-0,,7-0,19-3,,,,,,12-3,,,,,7-0,11-0,,,5-0,,,,,,,,,
2006-09,737-70,,8-0,,,21-2,28-4,,28-4,15-0,16-2,20-3,13-1,21-5,15-3,13-0,18-1,18-3,7-0,10-3,,,,11-0,,15-1,6-2-Onoe-K Hamanoshima,20-1,8-1,,12-1,21-3,16-2,7-0,11-0,16-1,25-3,19-0,20-3,,20-1,7-1,15-4,9-0,29-2,3-0,11-1,17-2,,,,,11-0,15-1,,2-0,10-1,,4-0,,,15-1,7-0,,,,,,12-0,,9-0,,,7-0,,,,,16-1,,6-0,19-3,,,,,,12-3,,,,,7-0,11-0,,,5-0,,,,,,,,,
2006-11,726-70,,8-0,,,21-1,27-3,,27-4,15-0,15-2,20-3,13-1,21-5,16-4,14-0,18-1,18-3,7-0,9-3,,,,11-0,,15-1,6-2,20-1,7-1,,11-1,19-3,17-3,7-0,11-0,16-1,25-3,20-0,20-3,,20-1,7-1,15-4,10-0,27-2,3-0,11-1,17-2,,,,,11-0,15-1,,2-0,10-1,,4-0,,,15-1,7-0,,,,,,11-0,,9-0,,,7-0,,,,,17-1,,4-0,19-3,,,,,,12-3,,,,,7-0,8-0,,,4-0,,,,,,,,,
2007-01,724-70,,8-0,,,21-1,27-4,,27-2,14-0,15-2,20-3,13-1,22-5,15-3,15-0,18-1,18-4,7-0,8-3,,,,11-0,,16-1,8-2,20-1,7-1,,11-1,18-3,17-4,6-0,11-0,16-1,25-3,21-0,20-3,,20-1,7-0,14-4,10-0,27-2,3-0,11-1,17-2,,,,,11-1,15-1,,2-0-M1 Katsuhikari,10-1,,4-0,,,15-1,7-0,,,,,,10-1,,10-0,,,7-0,,,,,17-1,,4-0,19-3,,,,,,11-2,,,,,7-0,7-0,,,4-0,,,,,,,,,
2007-03,778-70,,9-0,,,22-1,26-4,,25-3,14-0,15-2,19-3,14-1,24-5,15-3,17-0,19-1,20-4,8-0,11-3,,,,11-0,,17-1,8-3,23-1,11-1,,11-1,22-3,19-4,6-0,11-0,19-1,26-3,26-0,17-3,,22-1,7-0,15-4,11-0,28-2,3-0,11-1,19-3,,,,,12-1,16-1,,,10-1,,4-0,,,19-1,9-0,,,,,,12-0,,10-0,,,7-0,,,,,20-0,,6-0,20-2,,,,,,12-2,,,,,8-0,7-0,,,5-0,,,,,,,,,
2007-05,771-70,,7-0,,,21-1,26-4,,25-2,14-0,15-2,20-3,14-1,24-5,17-3,17-0,20-2,20-4,8-0,11-3,,,,11-0,,17-1,8-3,23-1,11-1,,9-1,21-3,17-4,5-0,11-0,20-1,26-3,25-0,17-2,,22-1,7-1,16-4,11-0,28-2,3-0,11-1,18-2,,,,,12-1,16-1,,,10-1,,3-0,,,19-1,8-0,,,,,,12-1,,10-0,,,7-0,,,,,19-0,,6-0,20-2,,,,,,13-2,,,,,8-0,7-0,,,5-0,,,,,,,,,
2007-07,750-70,,7-0,,,21-1,26-3,,24-3,14-0,15-2,20-3,14-1,24-4,17-3,17-0,20-2,20-4,8-0,11-2,,,,10-0,,17-1,8-4,22-1,11-1,,9-1,20-3,17-4,5-0,10-0,18-1,24-2,23-0,16-2,,21-0,7-1,16-4,11-0,27-3,3-0,11-1,18-3,,,,,11-1,15-1,,,9-1,,3-0,,,19-1,8-0,,,,,,12-1,,10-0,,,7-0,,,,,18-0,,6-0,18-3,,,,,,12-2,,,,,8-0,7-0,,,5-0,,,,,,,,,
2007-09,744-70,,7-0,,,21-1,25-3,,24-3,14-0,14-2,20-3,14-1,24-4,16-3,17-0,20-2,21-4,8-0,12-2,,,,10-0,,17-1,8-4,22-1,11-1,,9-1,20-4,17-4,5-0,11-0,18-1,23-2,23-0,16-2,,22-0,7-1,15-4,11-0,26-3,3-0,11-1,17-2,,,,,11-1,14-1,,,9-1,,3-0,,,19-1,8-0,,,,,,12-1,,10-0,,,7-0,,,,,16-0,,6-0,18-3,,,,,,12-2,,,,,8-0,7-0,,,5-0,,,,,,,,,
2007-11,728-69,,7-0,,,21-1,25-3,,24-3,14-0,13-3,19-3,14-1,24-4,16-2,18-1,19-2,19-3,8-0,12-2,,,,10-0,,17-1,8-4,22-1,11-1,,9-1,20-4,16-4,5-0,11-0,19-1,22-2,23-0,15-2,,21-1,7-1,14-3-M3 Tokitsuumi,11-0,26-3,3-0,11-0,16-2,,,,,11-1,14-1,,,9-1,,3-0,,,19-1,8-0,,,,,,12-1,,10-0,,,7-0,,,,,14-0,,5-0,16-3,,,,,,10-2,,,,,8-0,7-0,,,5-0,,,,,,,,,
2008-01,718-70,,7-0,,,20-1,25-3,,24-3,14-0,13-2,20-3-Isegahama,14-1,24-6,16-3,20-1,19-2,18-3,8-0,8-2,,,,10-0,,17-1,8-4,23-2,11-1,,9-1,20-4,15-4,6-0,11-0,19-1,21-2,23-0,14-2,,21-0,7-1,14-3,11-0,26-3,3-0,11-0,15-2,,,,,10-1,14-1,,,9-1,,3-0,,,19-1,8-0,,,,,,10-1,,10-0,,,7-0,,,,,12-0,,5-0,16-3,,,,,,11-1,,,,,7-0,7-0,,,5-0,,,,,,,,,
2008-03,768-70,,9-0,,,20-1,25-3,,31-4,15-0,12-3,21-2,14-1,23-5,15-3,23-1,18-2,21-3,7-0,7-2,,,,10-0,,17-1,9-3,24-1,11-1,,9-1,23-4,21-4,6-0,11-0,24-1,26-2,27-0,14-2,,25-0,10-1,13-4,11-0,27-3,3-0,11-0,15-2,,,,,10-1,13-1,,,10-1,,3-0,,,22-1,8-0,,,,,,9-1,,10-0,,,7-0,,,,,16-0,,5-0,16-3,,,,,,11-2,,,,,8-0,8-0,,,4-0,,,,,,,,,
2008-05,762-70,,9-0,,,20-1,25-4,,30-3,15-0,12-3,21-3,14-1,22-5,14-3,23-1,20-2,21-3,7-0,7-2,,,,10-0,,17-1,9-3,24-2,11-1,,9-1,22-4,21-3,8-1,11-0,24-1,24-2,27-0,15-2,,25-0,10-1,13-3,11-0,27-3,3-0,11-0,15-2,,,,,10-1,11-0,,,9-1,,3-0,,,22-1,8-0,,,,,,8-1,,10-0,,,7-0,,,,,15-0,,5-0,16-3,,,,,,11-2,,,,,8-0,8-0,,,4-0,,,,,,,,,
2008-07,742-70,,9-0,,,19-1,23-4,,28-3,14-0,13-3,21-2,13-1,21-5,14-4,23-1,20-2,21-3,7-0,7-2,,,,10-0,,17-1,9-2,24-2,11-1,,9-1,23-4,21-3,8-0,11-0,23-1,24-2,26-0,14-2,,24-0,9-1,13-4,11-0,25-3,3-0,10-0,15-2,,,,,10-1,10-0,,,9-1,,2-0,,,20-1,8-0,,,,,,8-1,,10-1,,,7-0,,,,,13-0,,5-0,16-3,,,,,,11-2,,,,,8-0,9-0,,,3-0,,,,,,,,,
2008-09,733-69,,9-0,,,19-1,23-4,,27-3,14-0,13-3,20-3,13-1,21-5,14-3,23-1,20-2,19-3,7-0,7-2,,,,10-0,,17-1,9-3,22-0,11-1,,9-1,23-4,22-3,8-0,11-0,22-1,22-2,26-0,14-2,,24-0,9-1,13-4,12-0,25-3,3-0,10-0,15-2,,,,,10-1,11-0,,,9-1,,2-0,,,19-1,8-0,,,,,,7-1,,9-1,,,7-0,,,,,13-0,,5-0,16-3,,,,,,11-2,,,,,8-0,9-0,,,3-0,,,,,,,,,
2008-11,712-70,,10-0,,,18-1,21-5,,27-3,14-0,13-3,19-2,13-2,21-5,12-3,23-1,20-2,18-2,7-0,7-2,,,,10-0,,16-2,9-4,22-1,11-1,,7-0,23-4,21-3,8-0,11-0,23-1,20-2,26-0,14-2,,23-0,8-1,12-4,12-0,24-2,,10-0,13-2,,,,,11-1,11-0,,,9-1,,2-0,,,19-1,8-0,,,,,,7-1,,9-1,,,7-0,,,,,11-0,,5-0,16-3,,,,,,11-2,,,,,8-0,9-0,,,3-0,,,,,,,,,
2009-01,713-70,,9-0,,,18-1,20-5,,27-3,13-0,13-2,20-3,13-2,21-5,11-3,24-1,22-2,18-2,7-0,7-1,,,,10-0,,16-2,9-4,23-1,11-1,,7-0,23-5,22-3,8-0,12-0,23-1,17-2,26-0,15-2,,23-0,8-1,12-4,12-0,24-2,,10-0,13-2,,,,,11-1,11-0,,,8-1,,2-0,,,19-1,8-0,,,,,,7-1,,9-1,,,7-0,,,,,10-0,,5-0,18-3,,,,,,11-2,,,,,7-0,10-0,,,3-0,,,,,,,,,
2009-03,734-69,,9-0,,,19-1,21-5,,28-4,14-0,16-2,18-3,12-2,22-5,13-2,25-1,21-2,18-3,7-0,8-1,,,,11-0,,15-2,10-4,23-1,11-1,,7-0,27-5,22-3,10-0,12-0,24-1,18-2,27-0,14-2,,24-0,10-1,10-4,15-0,25-1,,10-0,13-2,,,,,11-1,11-0,,,8-1,,2-0,,,20-1,8-0,,,,,,6-1,,9-1,,,6-0,,,,,10-0,,5-0,17-2,,,,,,10-2,,,,,9-0,11-0,,,2-0,,,,,,,,,
2009-05,732-70,,9-0,,,19-1,21-5,,26-4,15-0,15-2,18-3,12-1,22-5,12-3,25-1,22-2,17-4,7-0,8-1,,,,11-0,,15-2,10-4,24-1,13-1,,7-0,26-5,22-3,10-0,11-0,24-1,18-2,26-0,14-2,,25-0,10-1,11-4,15-0,24-1,,10-0,13-2,,,,,11-1,10-0,,,8-1,,2-0,,,20-1,7-0,,,,,,6-1,,9-1,,,6-0,,,,,10-0,,5-0,16-2,,,,,,10-2,,,,,11-0,12-0,,,2-0,,,,,,,,,
2009-07,717-70,,10-0,,,19-1,19-5,,26-3,13-0,14-1,18-3,12-1,22-5,12-3,25-1,22-2,17-4,7-0,8-1,,,,11-0,,15-2,10-4,23-1,13-1,,7-0,26-6,22-3,9-0,11-0,23-1,18-2,26-0,14-2,,23-0,10-1,12-4,15-0,24-2,,10-0,11-1-M10-Ushiomaru,,,,,10-1,10-0,,,8-1,,2-0,,,20-1,7-1,,,,,,5-1,,9-1,,,6-0,,,,,10-0,,5-0,15-2,,,,,,10-2,,,,,9-0,12-0,,,2-0,,,,,,,,,
2009-09,715-70,,12-0,,,21-1,18-4,,26-3,13-0,14-2,18-3,12-1,22-5,12-3,25-2,21-2,17-4,6-0,8-1,,,,11-0,,15-2,9-4,23-1,12-1,,7-0,26-4,22-3,9-0,10-0,23-1,17-2,25-0-S Akinoshima,14-2,,24-0-O Tochiazuma,10-1,12-5,15-0,24-1,,10-0,11-1,,,,,10-1,10-0,,,8-1,,2-0,,,20-1,7-1,,,,,,5-1,,9-1,,,6-0,,,,,10-0,,5-0,16-3,,,,,,10-2,,,,,9-0,12-0,,,2-0,,,,,,,,,
2009-11,702-70,,12-0,,,20-1,18-4,,25-3,13-0,14-2,19-3,12-1,22-5,12-3,24-2,21-2,17-4,7-0,8-1,,,,11-0,,15-2,8-4,22-1,12-1,,7-0,26-5,22-3,8-0,10-0,22-1,16-2,25-0,14-2,,24-0,10-1,12-4,15-0,23-1,,10-0,11-1,,,,,11-1,10-0,,,8-1,,2-0,,,20-1,6-1,,,,,,5-1,,9-1,,,6-0,,,,,9-0,,5-0,15-3,,,,,,9-2,,,,,9-0,10-0,,,1-0,,,,,,,,,
2010-01,703-70,,12-1,,,19-1,18-4,,25-3,12-0,14-2,20-3,12-1,22-5,12-3,26-2,21-2,17-4,7-0,8-1,,,,10-0,,15-1,8-4,22-1,12-1,,6-0,26-4,21-4,8-0,9-0,22-1,16-2,25-0,14-2,,24-0,13-1,12-4,16-0,23-1,,10-0,11-1,,,,,11-1,10-0,,,7-1,,2-0,,,21-1,6-1,,,,,,5-1,,9-1,,,6-0,,,,,9-0,,5-0,14-3,,,,,,9-2,,,,,9-0,11-0,,,1-0,,,,,,,,,
2010-03,728-69,,12-1,,,19-1,17-4,,26-3,13-0,14-2,19-3,13-1,24-5,11-3-S Tamakasuga,27-3,21-1,16-3,7-0,8-1,,,,10-0,,17-1,11-4,22-3,12-1,,6-0,31-4,22-4,8-0,10-0,22-1,20-2,27-0,13-1,,25-0,13-1,13-4,18-0,21-1,,9-0,10-1,,,,,13-1,9-0,,,7-1,,2-0,,,21-1,6-1,,,,,,6-1,,9-1,,,6-0,,,,,12-0,,5-0,14-2,,,,,,9-2,,,,,10-0,11-0,,,1-0,,,,,,,,,
2010-05,733-70,,12-1,,,19-1,17-4,,26-4,13-1,14-2,19-3,13-1,24-5,11-3,27-3,23-1,15-3,7-0,9-1,,,,9-0,,16-1,11-3,21-2,11-1,,7-0,32-4,22-4,9-0,11-0,22-1,21-2,28-0,13-1,,25-0,12-1,13-4,18-0,20-1,,8-0,10-1,,,,,14-1,9-0,,,7-1,,2-0,,,22-1,6-1,,,,,,6-1,,10-1,,,6-0,,,,,12-0,,5-0,14-3,,,,,,9-2,,,,,10-0,11-0,,,2-0,,,,,,,,,
